"Data";"Block";"train_dim";"OOB_Acc";"Test_Acc";"Test_F1";"Fold";"Time";"Fraction";"subset_seed"
"BLCA";"clin";"248 x 4";"0.861702127659574";"0.629032258064516";"0.148148148148148";"1";"0.00333578189214071";"0.5";"12345"
"BLCA";"clin";"248 x 4";"0.808510638297872";"0.693548387096774";"0.173913043478261";"2";"0.00313556989034017";"0.5";"12345"
"BLCA";"clin";"248 x 4";"0.776595744680851";"0.725806451612903";"0";"3";"0.00311888456344604";"0.5";"12345"
"BLCA";"clin";"248 x 4";"0.813829787234043";"0.67741935483871";"0.0909090909090909";"4";"0.00355254809061686";"0.5";"12345"
"BLCA";"clin";"248 x 4";"0.845744680851064";"0.596774193548387";"0.193548387096774";"5";"0.00321894884109497";"0.5";"12345"
"BLCA";"mirna";"248 x 413";"1";"0.758064516129032";"0";"1";"0.00622109969456991";"0.5";"12345"
"BLCA";"mirna";"248 x 413";"1";"0.758064516129032";"0";"2";"0.00703835090001424";"0.5";"12345"
"BLCA";"mirna";"248 x 413";"0.99468085106383";"0.774193548387097";"0.125";"3";"0.00610431830088297";"0.5";"12345"
"BLCA";"mirna";"248 x 413";"0.99468085106383";"0.758064516129032";"0";"4";"0.0133257985115051";"0.5";"12345"
"BLCA";"mirna";"248 x 413";"0.99468085106383";"0.758064516129032";"0";"5";"0.00637118419011434";"0.5";"12345"
"BLCA";"mutation";"248 x 9326";"0.914893617021277";"0.693548387096774";"0";"1";"0.0291204333305359";"0.5";"12345"
"BLCA";"mutation";"248 x 9326";"0.909574468085106";"0.741935483870968";"0.2";"2";"0.0329234480857849";"0.5";"12345"
"BLCA";"mutation";"248 x 9326";"0.936170212765957";"0.709677419354839";"0.1";"3";"0.0319560647010803";"0.5";"12345"
"BLCA";"mutation";"248 x 9326";"0.925531914893617";"0.709677419354839";"0.25";"4";"0.0336906512578328";"0.5";"12345"
"BLCA";"mutation";"248 x 9326";"0.909574468085106";"0.758064516129032";"0.117647058823529";"5";"0.0327399333318075";"0.5";"12345"
"BLCA";"cnv";"248 x 28983";"0.978723404255319";"1";"1";"1";"0.0280369162559509";"0.5";"12345"
"BLCA";"cnv";"248 x 28983";"0.98936170212766";"0.919354838709677";"0.857142857142857";"2";"0.0301717638969421";"0.5";"12345"
"BLCA";"cnv";"248 x 28983";"0.978723404255319";"1";"1";"3";"0.0360923171043396";"0.5";"12345"
"BLCA";"cnv";"248 x 28983";"0.978723404255319";"1";"1";"4";"0.027919864654541";"0.5";"12345"
"BLCA";"cnv";"248 x 28983";"0.978723404255319";"1";"1";"5";"0.0331735849380493";"0.5";"12345"
"BLCA";"rna";"248 x 11541";"1";"0.82258064516129";"0.421052631578947";"1";"0.0236838499704997";"0.5";"12345"
"BLCA";"rna";"248 x 11541";"1";"0.82258064516129";"0.421052631578947";"2";"0.0274191816647847";"0.5";"12345"
"BLCA";"rna";"248 x 11541";"1";"0.806451612903226";"0.333333333333333";"3";"0.0209983150164286";"0.5";"12345"
"BLCA";"rna";"248 x 11541";"1";"0.870967741935484";"0.636363636363636";"4";"0.0203003644943237";"0.5";"12345"
"BLCA";"rna";"248 x 11541";"1";"0.854838709677419";"0.571428571428572";"5";"0.0214816689491272";"0.5";"12345"
"COAD";"clin";"280 x 5";"0.582191780821918";"0.471428571428571";"0.430769230769231";"1";"0.00355252027511597";"0.5";"12345"
"COAD";"clin";"280 x 5";"0.582191780821918";"0.5";"0.492753623188406";"2";"0.00348581473032633";"0.5";"12345"
"COAD";"clin";"280 x 5";"0.605442176870748";"0.542857142857143";"0.542857142857143";"3";"0.00356920162836711";"0.5";"12345"
"COAD";"clin";"279 x 5";"0.513698630136986";"0.619718309859155";"0.557377049180328";"4";"0.00403620004653931";"0.5";"12345"
"COAD";"clin";"281 x 5";"0.578231292517007";"0.405797101449275";"0.369230769230769";"5";"0.003452467918396";"0.5";"12345"
"COAD";"mirna";"280 x 402";"0.63013698630137";"0.571428571428571";"0.444444444444444";"1";"0.00718843142191569";"0.5";"12345"
"COAD";"mirna";"280 x 402";"0.684931506849315";"0.528571428571429";"0.459016393442623";"2";"0.00815576712290446";"0.5";"12345"
"COAD";"mirna";"280 x 402";"0.578231292517007";"0.542857142857143";"0.483870967741935";"3";"0.00688825050989787";"0.5";"12345"
"COAD";"mirna";"279 x 402";"0.616438356164384";"0.535211267605634";"0.326530612244898";"4";"0.00760541359583537";"0.5";"12345"
"COAD";"mirna";"281 x 402";"0.605442176870748";"0.376811594202899";"0.188679245283019";"5";"0.0073218822479248";"0.5";"12345"
"COAD";"mutation";"280 x 9894";"0.787671232876712";"0.528571428571429";"0.326530612244898";"1";"0.0340578635533651";"0.5";"12345"
