"Data";"Block";"train_dim";"OOB_Acc";"Test_Acc";"Test_F1";"Fold";"Time";"Fraction";"subset_seed"
"BLCA";"clin";"248 x 4";"0.861702127659574";"0.629032258064516";"0.148148148148148";"1";"0.00360256433486938";"0.05";"12345"
"BLCA";"clin";"248 x 4";"0.808510638297872";"0.693548387096774";"0.173913043478261";"2";"0.00824510256449382";"0.05";"12345"
"BLCA";"clin";"248 x 4";"0.776595744680851";"0.725806451612903";"0";"3";"0.00312905311584473";"0.05";"12345"
"BLCA";"clin";"248 x 4";"0.813829787234043";"0.67741935483871";"0.0909090909090909";"4";"0.00275196631749471";"0.05";"12345"
"BLCA";"clin";"248 x 4";"0.845744680851064";"0.596774193548387";"0.193548387096774";"5";"0.00280198653539022";"0.05";"12345"
"BLCA";"mirna";"248 x 42";"0.99468085106383";"0.741935483870968";"0";"1";"0.0041363000869751";"0.05";"12345"
"BLCA";"mirna";"248 x 42";"1";"0.774193548387097";"0.125";"2";"0.00388603607813517";"0.05";"12345"
"BLCA";"mirna";"248 x 42";"0.99468085106383";"0.774193548387097";"0.125";"3";"0.00338573058446248";"0.05";"12345"
"BLCA";"mirna";"248 x 42";"0.99468085106383";"0.725806451612903";"0";"4";"0.00305215120315552";"0.05";"12345"
"BLCA";"mirna";"248 x 42";"0.98936170212766";"0.758064516129032";"0";"5";"0.00320226748784383";"0.05";"12345"
"BLCA";"mutation";"248 x 933";"0.888297872340426";"0.645161290322581";"0";"1";"0.0104740977287292";"0.05";"12345"
"BLCA";"mutation";"248 x 933";"0.824468085106383";"0.693548387096774";"0.0952380952380952";"2";"0.00992373625437419";"0.05";"12345"
"BLCA";"mutation";"248 x 933";"0.888297872340426";"0.725806451612903";"0.260869565217391";"3";"0.0104074001312256";"0.05";"12345"
"BLCA";"mutation";"248 x 933";"0.893617021276596";"0.645161290322581";"0.266666666666667";"4";"0.0107576489448547";"0.05";"12345"
"BLCA";"mutation";"248 x 933";"0.75";"0.725806451612903";"0.37037037037037";"5";"0.00984033346176147";"0.05";"12345"
"BLCA";"cnv";"248 x 2899";"0.978723404255319";"1";"1";"1";"0.00718844731648763";"0.05";"12345"
"BLCA";"cnv";"248 x 2899";"0.98936170212766";"0.903225806451613";"0.833333333333333";"2";"0.00697153409322103";"0.05";"12345"
"BLCA";"cnv";"248 x 2899";"0.978723404255319";"1";"1";"3";"0.00677148501078288";"0.05";"12345"
"BLCA";"cnv";"248 x 2899";"0.978723404255319";"1";"1";"4";"0.00733851591746012";"0.05";"12345"
"BLCA";"cnv";"248 x 2899";"0.973404255319149";"1";"1";"5";"0.00658801396687826";"0.05";"12345"
"BLCA";"rna";"248 x 1155";"1";"0.854838709677419";"0.571428571428572";"1";"0.00677146514256795";"0.05";"12345"
"BLCA";"rna";"248 x 1155";"1";"0.838709677419355";"0.5";"2";"0.00628779729207357";"0.05";"12345"
"BLCA";"rna";"248 x 1155";"1";"0.82258064516129";"0.421052631578947";"3";"0.00673811833063761";"0.05";"12345"
"BLCA";"rna";"248 x 1155";"1";"0.870967741935484";"0.636363636363636";"4";"0.00583744843800863";"0.05";"12345"
"BLCA";"rna";"248 x 1155";"1";"0.870967741935484";"0.636363636363636";"5";"0.00640453100204468";"0.05";"12345"
"COAD";"clin";"280 x 5";"0.582191780821918";"0.471428571428571";"0.430769230769231";"1";"0.00338573455810547";"0.05";"12345"
"COAD";"clin";"280 x 5";"0.582191780821918";"0.5";"0.492753623188406";"2";"0.00311893224716187";"0.05";"12345"
"COAD";"clin";"280 x 5";"0.605442176870748";"0.542857142857143";"0.542857142857143";"3";"0.00316893259684245";"0.05";"12345"
"COAD";"clin";"279 x 5";"0.513698630136986";"0.619718309859155";"0.557377049180328";"4";"0.00295208295186361";"0.05";"12345"
"COAD";"clin";"281 x 5";"0.578231292517007";"0.405797101449275";"0.369230769230769";"5";"0.00348580280939738";"0.05";"12345"
