"Data";"Block";"train_dim";"OOB_Acc";"Test_Acc";"Test_F1";"Fold";"Time";"Fraction";"subset_seed"
"BLCA";"clin";"248 x 4";"0.861702127659574";"0.629032258064516";"0.148148148148148";"1";"0.00296880006790161";"0.1";"12345"
"BLCA";"clin";"248 x 4";"0.808510638297872";"0.693548387096774";"0.173913043478261";"2";"0.00315224726994832";"0.1";"12345"
"BLCA";"clin";"248 x 4";"0.776595744680851";"0.725806451612903";"0";"3";"0.00305216709772746";"0.1";"12345"
"BLCA";"clin";"248 x 4";"0.813829787234043";"0.67741935483871";"0.0909090909090909";"4";"0.00333588123321533";"0.1";"12345"
"BLCA";"clin";"248 x 4";"0.845744680851064";"0.596774193548387";"0.193548387096774";"5";"0.00293541351954142";"0.1";"12345"
"BLCA";"mirna";"248 x 83";"0.98936170212766";"0.758064516129032";"0";"1";"0.00386941432952881";"0.1";"12345"
"BLCA";"mirna";"248 x 83";"1";"0.741935483870968";"0";"2";"0.00448651711146037";"0.1";"12345"
"BLCA";"mirna";"248 x 83";"0.99468085106383";"0.758064516129032";"0";"3";"0.00512028137842814";"0.1";"12345"
"BLCA";"mirna";"248 x 83";"0.99468085106383";"0.758064516129032";"0";"4";"0.00381938219070435";"0.1";"12345"
"BLCA";"mirna";"248 x 83";"0.99468085106383";"0.758064516129032";"0";"5";"0.00438644886016846";"0.1";"12345"
"BLCA";"mutation";"248 x 1866";"0.898936170212766";"0.693548387096774";"0.0952380952380952";"1";"0.0146937807401021";"0.1";"12345"
"BLCA";"mutation";"248 x 1866";"0.888297872340426";"0.709677419354839";"0.181818181818182";"2";"0.0149773160616557";"0.1";"12345"
"BLCA";"mutation";"248 x 1866";"0.925531914893617";"0.693548387096774";"0";"3";"0.0152275164922078";"0.1";"12345"
"BLCA";"mutation";"248 x 1866";"0.914893617021277";"0.709677419354839";"0.307692307692308";"4";"0.0149439811706543";"0.1";"12345"
"BLCA";"mutation";"248 x 1866";"0.872340425531915";"0.741935483870968";"0";"5";"0.0149439334869385";"0.1";"12345"
"BLCA";"cnv";"248 x 5797";"0.978723404255319";"1";"1";"1";"0.0090564489364624";"0.1";"12345"
"BLCA";"cnv";"248 x 5797";"0.98936170212766";"0.903225806451613";"0.833333333333333";"2";"0.0100571672121684";"0.1";"12345"
"BLCA";"cnv";"248 x 5797";"0.978723404255319";"1";"1";"3";"0.00955681800842285";"0.1";"12345"
"BLCA";"cnv";"248 x 5797";"0.978723404255319";"1";"1";"4";"0.00947338342666626";"0.1";"12345"
"BLCA";"cnv";"248 x 5797";"0.978723404255319";"1";"1";"5";"0.0088062842686971";"0.1";"12345"
"BLCA";"rna";"248 x 2309";"1";"0.774193548387097";"0.125";"1";"0.00982364813486735";"0.1";"12345"
"BLCA";"rna";"248 x 2309";"1";"0.790322580645161";"0.235294117647059";"2";"0.00898973147074381";"0.1";"12345"
"BLCA";"rna";"248 x 2309";"0.99468085106383";"0.790322580645161";"0.235294117647059";"3";"0.00960685014724732";"0.1";"12345"
"BLCA";"rna";"248 x 2309";"1";"0.82258064516129";"0.421052631578947";"4";"0.00892301797866821";"0.1";"12345"
"BLCA";"rna";"248 x 2309";"1";"0.790322580645161";"0.235294117647059";"5";"0.00987373193105062";"0.1";"12345"
"COAD";"clin";"280 x 5";"0.582191780821918";"0.471428571428571";"0.430769230769231";"1";"0.00363586743672689";"0.1";"12345"
"COAD";"clin";"280 x 5";"0.582191780821918";"0.5";"0.492753623188406";"2";"0.003452467918396";"0.1";"12345"
"COAD";"clin";"280 x 5";"0.605442176870748";"0.542857142857143";"0.542857142857143";"3";"0.00383608341217041";"0.1";"12345"
"COAD";"clin";"279 x 5";"0.513698630136986";"0.619718309859155";"0.557377049180328";"4";"0.00373598337173462";"0.1";"12345"
