"Data";"Block";"fold";"Dim";"OOB_Acc";"Test_Acc";"Test_F1";"Time"
"LUAD_subset.RData";"clin";"5";"339 x 6";"0.530973451327434";"0.505882352941176";"0.5625";"0.00436980326970418"
"LUSC_subset.RData";"mirna";"1";"293 x 449";"0.723549488054608";"0.736111111111111";"0";"0.00810573101043701"
"LUSC_subset.RData";"mirna";"2";"292 x 449";"0.726027397260274";"0.753424657534247";"0.1";"0.00668806632359823"
"LUSC_subset.RData";"mirna";"3";"293 x 449";"0.726962457337884";"0.736111111111111";"0";"0.00685455004374186"
"LUSC_subset.RData";"mirna";"4";"291 x 449";"0.735395189003436";"0.72972972972973";"0";"0.00677148103713989"
"LUSC_subset.RData";"mirna";"5";"291 x 449";"0.728522336769759";"0.716216216216216";"0";"0.00700496435165405"
"LUSC_subset.RData";"mutation";"1";"293 x 1884";"0.747440273037543";"0.763888888888889";"0.37037037037037";"0.0147434989611308"
"LUSC_subset.RData";"mutation";"2";"292 x 1884";"0.746575342465753";"0.808219178082192";"0.461538461538462";"0.0154276172320048"
"LUSC_subset.RData";"mutation";"3";"293 x 1884";"0.737201365187713";"0.736111111111111";"0.24";"0.0149439334869385"
"LUSC_subset.RData";"mutation";"4";"291 x 1884";"0.74914089347079";"0.675675675675676";"0.142857142857143";"0.015261181195577"
"LUSC_subset.RData";"mutation";"5";"291 x 1884";"0.731958762886598";"0.77027027027027";"0.37037037037037";"0.0159112850824992"
"LUSC_subset.RData";"rna";"1";"293 x 3530";"0.795221843003413";"0.763888888888889";"0.19047619047619";"0.0179461161295573"
"LUSC_subset.RData";"rna";"2";"292 x 3530";"0.784246575342466";"0.794520547945205";"0.347826086956522";"0.0142601172129313"
"LUSC_subset.RData";"rna";"3";"293 x 3530";"0.767918088737201";"0.805555555555556";"0.416666666666667";"0.0168452858924866"
"LUSC_subset.RData";"rna";"4";"291 x 3530";"0.790378006872852";"0.797297297297297";"0.4";"0.0136597156524658"
"LUSC_subset.RData";"rna";"5";"291 x 3530";"0.800687285223368";"0.797297297297297";"0.4";"0.0140433351198832"
"LUSC_subset.RData";"cnv";"1";"293 x 2899";"0.982935153583618";"0.986111111111111";"0.974358974358974";"0.0114915649096171"
"LUSC_subset.RData";"cnv";"2";"292 x 2899";"0.982876712328767";"1";"1";"0.00797234773635864"
"LUSC_subset.RData";"cnv";"3";"293 x 2899";"0.986348122866894";"0.986111111111111";"0.974358974358974";"0.00793901681900024"
"LUSC_subset.RData";"cnv";"4";"291 x 2899";"0.989690721649485";"0.986486486486487";"0.975609756097561";"0.00778886874516805"
"LUSC_subset.RData";"cnv";"5";"291 x 2899";"0.989690721649485";"0.972972972972973";"0.952380952380952";"0.0109911322593689"
"LUSC_subset.RData";"clin";"1";"293 x 7";"0.655290102389078";"0.736111111111111";"0.296296296296296";"0.00426969925562541"
"LUSC_subset.RData";"clin";"2";"292 x 7";"0.681506849315068";"0.589041095890411";"0.117647058823529";"0.00380268494288127"
"LUSC_subset.RData";"clin";"3";"293 x 7";"0.631399317406143";"0.708333333333333";"0.432432432432432";"0.00373600323994954"
"LUSC_subset.RData";"clin";"4";"291 x 7";"0.663230240549828";"0.635135135135135";"0.307692307692308";"0.00391948223114014"
"LUSC_subset.RData";"clin";"5";"291 x 7";"0.666666666666667";"0.689189189189189";"0.148148148148148";"0.00410289764404297"
"PAAD_subset.RData";"mirna";"1";"114 x 307";"0.570175438596491";"0.607142857142857";"0.421052631578947";"0.00250176588694255"
"PAAD_subset.RData";"mirna";"2";"113 x 307";"0.557522123893805";"0.620689655172414";"0.476190476190476";"0.00258516867955526"
"PAAD_subset.RData";"mirna";"3";"114 x 307";"0.578947368421053";"0.607142857142857";"0.421052631578947";"0.00263524850209554"
"PAAD_subset.RData";"mirna";"4";"113 x 307";"0.619469026548673";"0.517241379310345";"0.3";"0.0023683508237203"
"PAAD_subset.RData";"mirna";"5";"114 x 307";"0.552631578947368";"0.642857142857143";"0.375";"0.0027182658513387"
"PAAD_subset.RData";"mutation";"1";"114 x 1289";"0.56140350877193";"0.571428571428571";"0";"0.00558731555938721"
"PAAD_subset.RData";"mutation";"2";"113 x 1289";"0.548672566371681";"0.448275862068966";"0.272727272727273";"0.00515368382136027"
"PAAD_subset.RData";"mutation";"3";"114 x 1289";"0.578947368421053";"0.607142857142857";"0.266666666666667";"0.00537051359812419"
"PAAD_subset.RData";"mutation";"4";"113 x 1289";"0.566371681415929";"0.379310344827586";"0.181818181818182";"0.00542052984237671"
"PAAD_subset.RData";"mutation";"5";"114 x 1289";"0.517543859649123";"0.535714285714286";"0.434782608695652";"0.00498685042063395"
"PAAD_subset.RData";"rna";"1";"114 x 3353";"0.815789473684211";"0.821428571428571";"0.761904761904762";"0.00597091515858968"
"PAAD_subset.RData";"rna";"2";"113 x 3353";"0.867256637168142";"0.862068965517241";"0.818181818181818";"0.00577075084050496"
"PAAD_subset.RData";"rna";"3";"114 x 3353";"0.842105263157895";"0.892857142857143";"0.869565217391304";"0.00590418577194214"
"PAAD_subset.RData";"rna";"4";"113 x 3353";"0.849557522123894";"0.862068965517241";"0.818181818181818";"0.00537046591440837"
"PAAD_subset.RData";"rna";"5";"114 x 3353";"0.780701754385965";"0.821428571428571";"0.761904761904762";"0.00570403337478638"
"PAAD_subset.RData";"cnv";"1";"114 x 2899";"0.956140350877193";"0.964285714285714";"0.96";"0.00482008457183838"
"PAAD_subset.RData";"cnv";"2";"113 x 2899";"0.973451327433628";"0.931034482758621";"0.923076923076923";"0.00406955083211263"
"PAAD_subset.RData";"cnv";"3";"114 x 2899";"0.964912280701754";"1";"1";"0.00433641672134399"
"PAAD_subset.RData";"cnv";"4";"113 x 2899";"0.964601769911504";"1";"1";"0.00463661750157674"
"PAAD_subset.RData";"cnv";"5";"114 x 2899";"0.973684210526316";"0.964285714285714";"0.96";"0.00403620004653931"
"PAAD_subset.RData";"clin";"1";"114 x 4";"0.543859649122807";"0.535714285714286";"0.380952380952381";"0.00151775280634562"
"PAAD_subset.RData";"clin";"2";"113 x 4";"0.52212389380531";"0.586206896551724";"0.5";"0.00193471908569336"
"PAAD_subset.RData";"clin";"3";"114 x 4";"0.570175438596491";"0.535714285714286";"0.48";"0.0015511155128479"
"PAAD_subset.RData";"clin";"4";"113 x 4";"0.530973451327434";"0.620689655172414";"0.476190476190476";"0.00148436625798543"
"PAAD_subset.RData";"clin";"5";"114 x 4";"0.587719298245614";"0.607142857142857";"0.421052631578947";"0.00160109996795654"
"SARC_subset.RData";"mirna";"1";"148 x 390";"0.601351351351351";"0.542857142857143";"0.619047619047619";"0.00483681758244832"
"SARC_subset.RData";"mirna";"2";"146 x 390";"0.541095890410959";"0.648648648648649";"0.73469387755102";"0.00380269686381022"
"SARC_subset.RData";"mirna";"3";"146 x 390";"0.513698630136986";"0.648648648648649";"0.682926829268293";"0.00360254844029744"
"SARC_subset.RData";"mirna";"4";"146 x 390";"0.575342465753425";"0.459459459459459";"0.5";"0.00370266437530518"
"SARC_subset.RData";"mirna";"5";"146 x 390";"0.568493150684932";"0.72972972972973";"0.761904761904762";"0.00376901626586914"
"SARC_subset.RData";"mutation";"1";"148 x 1249";"0.560810810810811";"0.571428571428571";"0.680851063829787";"0.00882295370101929"
"SARC_subset.RData";"mutation";"2";"146 x 1249";"0.534246575342466";"0.594594594594595";"0.666666666666667";"0.00823919773101807"
"SARC_subset.RData";"mutation";"3";"146 x 1249";"0.541095890410959";"0.594594594594595";"0.693877551020408";"0.00808911720911662"
"SARC_subset.RData";"mutation";"4";"146 x 1249";"0.582191780821918";"0.540540540540541";"0.585365853658537";"0.00838936567306519"
"SARC_subset.RData";"mutation";"5";"146 x 1249";"0.595890410958904";"0.513513513513513";"0.666666666666667";"0.0074886679649353"
"SARC_subset.RData";"rna";"1";"148 x 3427";"0.743243243243243";"0.771428571428571";"0.8";"0.00783891677856445"
"SARC_subset.RData";"rna";"2";"146 x 3427";"0.746575342465753";"0.810810810810811";"0.844444444444444";"0.0079222838083903"
"SARC_subset.RData";"rna";"3";"146 x 3427";"0.773972602739726";"0.702702702702703";"0.744186046511628";"0.00783890088399251"
"SARC_subset.RData";"rna";"4";"146 x 3427";"0.787671232876712";"0.783783783783784";"0.80952380952381";"0.00715508460998535"
"SARC_subset.RData";"rna";"5";"146 x 3427";"0.732876712328767";"0.810810810810811";"0.810810810810811";"0.00700498421986898"
"SARC_subset.RData";"cnv";"1";"148 x 2899";"0.97972972972973";"1";"1";"0.00595421393712362"
"SARC_subset.RData";"cnv";"2";"146 x 2899";"0.986301369863014";"0.972972972972973";"0.975609756097561";"0.00582083463668823"
"SARC_subset.RData";"cnv";"3";"146 x 2899";"0.972602739726027";"1";"1";"0.00890633265177409"
"SARC_subset.RData";"cnv";"4";"146 x 2899";"0.979452054794521";"0.945945945945946";"0.952380952380952";"0.00548723141352336"
"SARC_subset.RData";"cnv";"5";"146 x 2899";"0.986301369863014";"1";"1";"0.00612105131149292"
"SARC_subset.RData";"clin";"1";"148 x 2";"0.540540540540541";"0.542857142857143";"0.703703703703704";"0.0017345666885376"
"SARC_subset.RData";"clin";"2";"146 x 2";"0.445205479452055";"0.540540540540541";"0.260869565217391";"0.00193468332290649"
"SARC_subset.RData";"clin";"3";"146 x 2";"0.267123287671233";"0.540540540540541";"0.260869565217391";"0.00195135275522868"
"SARC_subset.RData";"clin";"4";"146 x 2";"0.575342465753425";"0.432432432432432";"0.0869565217391304";"0.0019680658976237"
"SARC_subset.RData";"clin";"5";"146 x 2";"0.397260273972603";"0.513513513513513";"0.181818181818182";"0.00193469921747843"
"SKCM_subset.RData";"mirna";"1";"211 x 502";"0.535545023696682";"0.60377358490566";"0.16";"0.00570403337478638"
"SKCM_subset.RData";"mirna";"2";"212 x 502";"0.580188679245283";"0.596153846153846";"0.16";"0.00568738381067912"
"SKCM_subset.RData";"mirna";"3";"211 x 502";"0.563981042654028";"0.60377358490566";"0";"0.00553724765777588"
"SKCM_subset.RData";"mirna";"4";"211 x 502";"0.559241706161137";"0.641509433962264";"0.173913043478261";"0.00568739970525106"
"SKCM_subset.RData";"mirna";"5";"211 x 502";"0.606635071090047";"0.60377358490566";"0.222222222222222";"0.00568705002466838"
"SKCM_subset.RData";"mutation";"1";"211 x 1950";"0.511848341232227";"0.660377358490566";"0.5";"0.0106909314791361"
"SKCM_subset.RData";"mutation";"2";"212 x 1950";"0.580188679245283";"0.538461538461538";"0.142857142857143";"0.00912318627039591"
"SKCM_subset.RData";"mutation";"3";"211 x 1950";"0.592417061611374";"0.584905660377358";"0.153846153846154";"0.0092399001121521"
"SKCM_subset.RData";"mutation";"4";"211 x 1950";"0.582938388625592";"0.60377358490566";"0.16";"0.00917316675186157"
"SKCM_subset.RData";"mutation";"5";"211 x 1950";"0.606635071090047";"0.60377358490566";"0.222222222222222";"0.00957348346710205"
"SKCM_subset.RData";"rna";"1";"211 x 3338";"0.791469194312796";"0.849056603773585";"0.764705882352941";"0.0102572361628215"
"SKCM_subset.RData";"rna";"2";"212 x 3338";"0.792452830188679";"0.730769230769231";"0.533333333333333";"0.0100070834159851"
"SKCM_subset.RData";"rna";"3";"211 x 3338";"0.748815165876777";"0.735849056603774";"0.533333333333333";"0.0101571997006734"
"SKCM_subset.RData";"rna";"4";"211 x 3338";"0.767772511848341";"0.849056603773585";"0.764705882352941";"0.0100738485654195"
"SKCM_subset.RData";"rna";"5";"211 x 3338";"0.767772511848341";"0.830188679245283";"0.727272727272727";"0.0104074001312256"
"SKCM_subset.RData";"cnv";"1";"211 x 2899";"0.985781990521327";"0.981132075471698";"0.976744186046512";"0.00733848015467326"
"SKCM_subset.RData";"cnv";"2";"212 x 2899";"0.966981132075472";"1";"1";"0.00688821872075399"
"SKCM_subset.RData";"cnv";"3";"211 x 2899";"0.976303317535545";"0.962264150943396";"0.954545454545454";"0.00633783340454102"
"SKCM_subset.RData";"cnv";"4";"211 x 2899";"0.962085308056872";"0.943396226415094";"0.933333333333333";"0.00658798615137736"
"SKCM_subset.RData";"cnv";"5";"211 x 2899";"0.971563981042654";"1";"1";"0.00647128423055013"
"SKCM_subset.RData";"clin";"1";"211 x 5";"0.568720379146919";"0.584905660377358";"0.388888888888889";"0.00273506641387939"
"SKCM_subset.RData";"clin";"2";"212 x 5";"0.490566037735849";"0.673076923076923";"0.514285714285714";"0.00268523295720418"
"SKCM_subset.RData";"clin";"3";"211 x 5";"0.592417061611374";"0.509433962264151";"0.315789473684211";"0.00268524885177612"
"SKCM_subset.RData";"clin";"4";"211 x 5";"0.559241706161137";"0.60377358490566";"0.511627906976744";"0.00258513291676839"
"SKCM_subset.RData";"clin";"5";"211 x 5";"0.582938388625592";"0.490566037735849";"0.307692307692308";"0.00278531710306803"
"STAD_subset.RData";"mirna";"1";"227 x 395";"0.568281938325991";"0.596491228070175";"0";"0.00592086712519328"
"STAD_subset.RData";"mirna";"2";"227 x 395";"0.559471365638767";"0.578947368421053";"0.0769230769230769";"0.00532046556472778"
"STAD_subset.RData";"mirna";"3";"227 x 395";"0.581497797356828";"0.614035087719298";"0.0833333333333333";"0.00538716316223145"
"STAD_subset.RData";"mirna";"4";"227 x 395";"0.541850220264317";"0.614035087719298";"0.153846153846154";"0.00538716713587443"
"STAD_subset.RData";"mirna";"5";"228 x 395";"0.570175438596491";"0.553571428571429";"0";"0.0055372675259908"
"STAD_subset.RData";"mutation";"1";"227 x 1915";"0.607929515418502";"0.649122807017544";"0.375";"0.0159947355588277"
"STAD_subset.RData";"mutation";"2";"227 x 1915";"0.577092511013216";"0.526315789473684";"0.4";"0.0160780986150106"
"STAD_subset.RData";"mutation";"3";"227 x 1915";"0.585903083700441";"0.56140350877193";"0.390243902439024";"0.0155943830808004"
"STAD_subset.RData";"mutation";"4";"227 x 1915";"0.581497797356828";"0.649122807017544";"0.444444444444444";"0.0166785677274068"
"STAD_subset.RData";"mutation";"5";"228 x 1915";"0.587719298245614";"0.553571428571429";"0.418604651162791";"0.0131259679794312"
"STAD_subset.RData";"rna";"1";"227 x 3905";"0.788546255506608";"0.771929824561403";"0.580645161290323";"0.0113914489746094"
"STAD_subset.RData";"rna";"2";"227 x 3905";"0.814977973568282";"0.789473684210526";"0.625";"0.0117416818936666"
"STAD_subset.RData";"rna";"3";"227 x 3905";"0.832599118942731";"0.771929824561403";"0.580645161290323";"0.0116750001907349"
"STAD_subset.RData";"rna";"4";"227 x 3905";"0.797356828193833";"0.859649122807018";"0.777777777777778";"0.0114584485689799"
"STAD_subset.RData";"rna";"5";"228 x 3905";"0.842105263157895";"0.839285714285714";"0.756756756756757";"0.0115915815035502"
"STAD_subset.RData";"cnv";"1";"227 x 2899";"0.977973568281938";"1";"1";"0.00753870010375977"
"STAD_subset.RData";"cnv";"2";"227 x 2899";"0.977973568281938";"0.982456140350877";"0.977777777777778";"0.00810575087865194"
"STAD_subset.RData";"cnv";"3";"227 x 2899";"0.973568281938326";"0.964912280701754";"0.956521739130435";"0.00705501635869344"
"STAD_subset.RData";"cnv";"4";"227 x 2899";"0.973568281938326";"0.964912280701754";"0.956521739130435";"0.00662136475245158"
"STAD_subset.RData";"cnv";"5";"228 x 2899";"0.978070175438597";"0.982142857142857";"0.977777777777778";"0.00725548267364502"
"STAD_subset.RData";"clin";"1";"227 x 6";"0.480176211453744";"0.473684210526316";"0.117647058823529";"0.0037526806195577"
"STAD_subset.RData";"clin";"2";"227 x 6";"0.497797356828194";"0.456140350877193";"0.24390243902439";"0.00321891705195109"
"STAD_subset.RData";"clin";"3";"227 x 6";"0.449339207048458";"0.614035087719298";"0.421052631578947";"0.00348581870396932"
"STAD_subset.RData";"clin";"4";"227 x 6";"0.502202643171806";"0.56140350877193";"0.285714285714286";"0.00300213495890299"
"STAD_subset.RData";"clin";"5";"228 x 6";"0.504385964912281";"0.339285714285714";"0.212765957446809";"0.00313555002212524"
