"Data";"Block";"fold";"Dim";"OOB_Acc";"Test_Acc";"Test_F1";"Time"
"HNSC_subset.RData";"cnv";"5";"328 x 2899";"0.984756097560976";"1";"1";"0.00860635042190552"
"HNSC_subset.RData";"clin";"1";"330 x 5";"0.684848484848485";"0.728395061728395";"0.214285714285714";"0.00475335121154785"
"HNSC_subset.RData";"clin";"2";"329 x 5";"0.702127659574468";"0.682926829268293";"0.133333333333333";"0.00401951471964518"
"HNSC_subset.RData";"clin";"3";"329 x 5";"0.699088145896657";"0.707317073170732";"0.294117647058824";"0.00405284961064657"
"HNSC_subset.RData";"clin";"4";"328 x 5";"0.682926829268293";"0.650602409638554";"0.292682926829268";"0.00406923294067383"
"HNSC_subset.RData";"clin";"5";"328 x 5";"0.685975609756098";"0.771084337349398";"0.457142857142857";"0.00426970322926839"
"KIRC_subset.RData";"mirna";"1";"258 x 363";"0.693798449612403";"0.703125";"0.24";"0.00617108345031738"
"KIRC_subset.RData";"mirna";"2";"258 x 363";"0.674418604651163";"0.75";"0.428571428571429";"0.00540383656819661"
"KIRC_subset.RData";"mirna";"3";"258 x 363";"0.689922480620155";"0.6875";"0.166666666666667";"0.00562066634496053"
"KIRC_subset.RData";"mirna";"4";"257 x 363";"0.653696498054475";"0.692307692307692";"0.285714285714286";"0.00552061796188355"
"KIRC_subset.RData";"mirna";"5";"257 x 363";"0.696498054474708";"0.646153846153846";"0.08";"0.00588753620783488"
"KIRC_subset.RData";"mutation";"1";"258 x 1203";"0.631782945736434";"0.71875";"0.307692307692308";"0.0158279140790304"
"KIRC_subset.RData";"mutation";"2";"258 x 1203";"0.666666666666667";"0.6875";"0.230769230769231";"0.0161614974339803"
"KIRC_subset.RData";"mutation";"3";"258 x 1203";"0.666666666666667";"0.671875";"0.16";"0.0152774969736735"
"KIRC_subset.RData";"mutation";"4";"257 x 1203";"0.665369649805447";"0.661538461538462";"0.153846153846154";"0.0149773001670837"
"KIRC_subset.RData";"mutation";"5";"257 x 1203";"0.669260700389105";"0.584615384615385";"0";"0.0151774684588114"
"KIRC_subset.RData";"rna";"1";"258 x 3447";"0.844961240310077";"0.875";"0.777777777777778";"0.0150437156359355"
"KIRC_subset.RData";"rna";"2";"258 x 3447";"0.875968992248062";"0.875";"0.789473684210526";"0.0116913517316182"
"KIRC_subset.RData";"rna";"3";"258 x 3447";"0.872093023255814";"0.8125";"0.625";"0.0117580691973368"
"KIRC_subset.RData";"rna";"4";"257 x 3447";"0.844357976653696";"0.923076923076923";"0.878048780487805";"0.0120585004488627"
"KIRC_subset.RData";"rna";"5";"257 x 3447";"0.875486381322957";"0.876923076923077";"0.789473684210526";"0.0113910992940267"
"KIRC_subset.RData";"cnv";"1";"258 x 2899";"0.996124031007752";"1";"1";"0.00728886922200521"
"KIRC_subset.RData";"cnv";"2";"258 x 2899";"0.992248062015504";"0.984375";"0.977777777777778";"0.0066213846206665"
"KIRC_subset.RData";"cnv";"3";"258 x 2899";"0.992248062015504";"0.984375";"0.977777777777778";"0.00693830251693726"
"KIRC_subset.RData";"cnv";"4";"257 x 2899";"0.988326848249027";"1";"1";"0.00735519727071126"
"KIRC_subset.RData";"cnv";"5";"257 x 2899";"0.992217898832685";"0.984615384615385";"0.978723404255319";"0.00782221953074137"
"KIRC_subset.RData";"clin";"1";"258 x 6";"0.612403100775194";"0.59375";"0.380952380952381";"0.00343578259150187"
"KIRC_subset.RData";"clin";"2";"258 x 6";"0.60077519379845";"0.5625";"0.333333333333333";"0.0044531504313151"
"KIRC_subset.RData";"clin";"3";"258 x 6";"0.585271317829457";"0.65625";"0.476190476190476";"0.00401956637700399"
"KIRC_subset.RData";"clin";"4";"257 x 6";"0.587548638132296";"0.646153846153846";"0.41025641025641";"0.00425305366516113"
"KIRC_subset.RData";"clin";"5";"257 x 6";"0.610894941634241";"0.584615384615385";"0.341463414634146";"0.00428639650344849"
"KIRP_subset.RData";"mirna";"1";"200 x 297";"0.735";"0.714285714285714";"0";"0.00517036517461141"
"KIRP_subset.RData";"mirna";"2";"199 x 297";"0.718592964824121";"0.76";"0.25";"0.00446951786677043"
"KIRP_subset.RData";"mirna";"3";"199 x 297";"0.718592964824121";"0.78";"0.352941176470588";"0.00436973571777344"
"KIRP_subset.RData";"mirna";"4";"199 x 297";"0.743718592964824";"0.72";"0.125";"0.00443646510442098"
"KIRP_subset.RData";"mirna";"5";"199 x 297";"0.728643216080402";"0.72";"0";"0.00438643296559652"
"KIRP_subset.RData";"mutation";"1";"200 x 1162";"0.535";"0.469387755102041";"0.380952380952381";"0.0129759033521016"
"KIRP_subset.RData";"mutation";"2";"199 x 1162";"0.688442211055276";"0.66";"0";"0.0113080501556396"
"KIRP_subset.RData";"mutation";"3";"199 x 1162";"0.487437185929648";"0.52";"0.454545454545454";"0.0123751521110535"
"KIRP_subset.RData";"mutation";"4";"199 x 1162";"0.658291457286432";"0.6";"0.230769230769231";"0.0120085676511129"
"KIRP_subset.RData";"mutation";"5";"199 x 1162";"0.467336683417085";"0.42";"0.325581395348837";"0.0121753493944804"
"KIRP_subset.RData";"rna";"1";"200 x 4880";"0.815";"0.877551020408163";"0.727272727272727";"0.0106576005617778"
"KIRP_subset.RData";"rna";"2";"199 x 4880";"0.829145728643216";"0.78";"0.421052631578947";"0.0105575203895569"
"KIRP_subset.RData";"rna";"3";"199 x 4880";"0.824120603015075";"0.9";"0.782608695652174";"0.0107405662536621"
"KIRP_subset.RData";"rna";"4";"199 x 4880";"0.824120603015075";"0.78";"0.352941176470588";"0.010791019598643"
"KIRP_subset.RData";"rna";"5";"199 x 4880";"0.804020100502513";"0.94";"0.88";"0.0109410325686137"
"KIRP_subset.RData";"cnv";"1";"200 x 2899";"0.985";"0.979591836734694";"0.962962962962963";"0.00652131636937459"
"KIRP_subset.RData";"cnv";"2";"199 x 2899";"0.979899497487437";"1";"1";"0.00635453462600708"
"KIRP_subset.RData";"cnv";"3";"199 x 2899";"0.979899497487437";"1";"1";"0.00597093502680461"
"KIRP_subset.RData";"cnv";"4";"199 x 2899";"0.984924623115578";"0.94";"0.903225806451613";"0.00642120043436686"
"KIRP_subset.RData";"cnv";"5";"199 x 2899";"0.979899497487437";"1";"1";"0.00598760048548381"
"KIRP_subset.RData";"clin";"1";"200 x 4";"0.605";"0.653061224489796";"0.260869565217391";"0.00240136384963989"
"KIRP_subset.RData";"clin";"2";"199 x 4";"0.633165829145729";"0.68";"0.272727272727273";"0.00255180199940999"
"KIRP_subset.RData";"clin";"3";"199 x 4";"0.597989949748744";"0.68";"0.333333333333333";"0.00250178178151449"
"KIRP_subset.RData";"clin";"4";"199 x 4";"0.688442211055276";"0.64";"0.181818181818182";"0.00248508056004842"
"KIRP_subset.RData";"clin";"5";"199 x 4";"0.653266331658292";"0.62";"0.344827586206897";"0.00260181824366252"
"LIHC_subset.RData";"mirna";"1";"239 x 389";"0.677824267782427";"0.728813559322034";"0.2";"0.00607098340988159"
"LIHC_subset.RData";"mirna";"2";"238 x 389";"0.697478991596639";"0.683333333333333";"0.0952380952380952";"0.00557063420613607"
"LIHC_subset.RData";"mirna";"3";"239 x 389";"0.715481171548117";"0.661016949152542";"0.0909090909090909";"0.00582083463668823"
"LIHC_subset.RData";"mirna";"4";"238 x 389";"0.676470588235294";"0.716666666666667";"0.19047619047619";"0.0053204337755839"
"LIHC_subset.RData";"mirna";"5";"238 x 389";"0.710084033613445";"0.7";"0.181818181818182";"0.00522038141886393"
"LIHC_subset.RData";"mutation";"1";"239 x 1593";"0.648535564853556";"0.627118644067797";"0.0833333333333333";"0.0149269660313924"
"LIHC_subset.RData";"mutation";"2";"238 x 1593";"0.638655462184874";"0.7";"0.181818181818182";"0.0146270831425985"
"LIHC_subset.RData";"mutation";"3";"239 x 1593";"0.661087866108787";"0.593220338983051";"0.0769230769230769";"0.0147271354993184"
"LIHC_subset.RData";"mutation";"4";"238 x 1593";"0.647058823529412";"0.65";"0.16";"0.0152775486310323"
"LIHC_subset.RData";"mutation";"5";"238 x 1593";"0.663865546218487";"0.683333333333333";"0";"0.0140766660372416"
"LIHC_subset.RData";"rna";"1";"239 x 3150";"0.849372384937239";"0.88135593220339";"0.774193548387097";"0.0107909838358561"
"LIHC_subset.RData";"rna";"2";"238 x 3150";"0.810924369747899";"0.9";"0.8125";"0.0100905179977417"
"LIHC_subset.RData";"rna";"3";"239 x 3150";"0.836820083682008";"0.830508474576271";"0.666666666666667";"0.0109911521275838"
"LIHC_subset.RData";"rna";"4";"238 x 3150";"0.848739495798319";"0.85";"0.689655172413793";"0.0102739810943604"
"LIHC_subset.RData";"rna";"5";"238 x 3150";"0.840336134453782";"0.733333333333333";"0.272727272727273";"0.010423751672109"
"LIHC_subset.RData";"cnv";"1";"239 x 2899";"0.97907949790795";"0.983050847457627";"0.972972972972973";"0.00720515251159668"
"LIHC_subset.RData";"cnv";"2";"238 x 2899";"0.978991596638655";"0.983333333333333";"0.974358974358974";"0.00647128423055013"
"LIHC_subset.RData";"cnv";"3";"239 x 2899";"0.97489539748954";"0.983050847457627";"0.974358974358974";"0.00715512037277222"
"LIHC_subset.RData";"cnv";"4";"238 x 2899";"0.978991596638655";"0.966666666666667";"0.95";"0.00705496470133464"
"LIHC_subset.RData";"cnv";"5";"238 x 2899";"0.983193277310924";"0.966666666666667";"0.95";"0.00658798615137736"
"LIHC_subset.RData";"clin";"1";"239 x 4";"0.615062761506276";"0.508474576271186";"0.171428571428571";"0.00308553377787272"
"LIHC_subset.RData";"clin";"2";"238 x 4";"0.605042016806723";"0.6";"0.4";"0.00341911713282267"
"LIHC_subset.RData";"clin";"3";"239 x 4";"0.627615062761506";"0.661016949152542";"0.333333333333333";"0.00301880041758219"
"LIHC_subset.RData";"clin";"4";"238 x 4";"0.626050420168067";"0.583333333333333";"0.193548387096774";"0.00315225124359131"
"LIHC_subset.RData";"clin";"5";"238 x 4";"0.642857142857143";"0.616666666666667";"0.342857142857143";"0.00330233573913574"
"LGG_subset.RData";"mirna";"1";"363 x 323";"0.53168044077135";"0.571428571428571";"0.338983050847458";"0.0088229497273763"
"LGG_subset.RData";"mirna";"2";"363 x 323";"0.515151515151515";"0.516483516483517";"0.388888888888889";"0.00925689935684204"
"LGG_subset.RData";"mirna";"3";"363 x 323";"0.493112947658402";"0.571428571428571";"0.450704225352113";"0.00817216634750366"
"LGG_subset.RData";"mirna";"4";"363 x 323";"0.559228650137741";"0.483516483516484";"0.229508196721311";"0.00870616436004639"
"LGG_subset.RData";"mirna";"5";"364 x 323";"0.513736263736264";"0.5";"0.307692307692308";"0.0100571831067403"
"LGG_subset.RData";"mutation";"1";"363 x 1340";"0.600550964187328";"0.505494505494505";"0.328358208955224";"0.0371764659881592"
"LGG_subset.RData";"mutation";"2";"363 x 1340";"0.586776859504132";"0.571428571428571";"0.434782608695652";"0.0366594513257345"
"LGG_subset.RData";"mutation";"3";"363 x 1340";"0.556473829201102";"0.582417582417582";"0.424242424242424";"0.0399618148803711"
"LGG_subset.RData";"mutation";"4";"363 x 1340";"0.559228650137741";"0.604395604395604";"0.4375";"0.0351250012715658"
"LGG_subset.RData";"mutation";"5";"364 x 1340";"0.571428571428571";"0.566666666666667";"0.4";"0.0354585647583008"
"LGG_subset.RData";"rna";"1";"363 x 3346";"0.972451790633609";"0.989010989010989";"0.987951807228916";"0.0169287323951721"
"LGG_subset.RData";"rna";"2";"363 x 3346";"0.975206611570248";"0.989010989010989";"0.987654320987654";"0.0168286323547363"
"LGG_subset.RData";"rna";"3";"363 x 3346";"0.980716253443526";"0.978021978021978";"0.975";"0.019347083568573"
"LGG_subset.RData";"rna";"4";"363 x 3346";"0.980716253443526";"0.967032967032967";"0.962962962962963";"0.016361665725708"
"LGG_subset.RData";"rna";"5";"364 x 3346";"0.958791208791209";"0.988888888888889";"0.987654320987654";"0.0166451652844747"
"LGG_subset.RData";"cnv";"1";"363 x 2899";"0.991735537190083";"0.989010989010989";"0.987951807228916";"0.0132090846697489"
"LGG_subset.RData";"cnv";"2";"363 x 2899";"0.994490358126722";"0.989010989010989";"0.987951807228916";"0.00940668185551961"
"LGG_subset.RData";"cnv";"3";"363 x 2899";"0.991735537190083";"0.989010989010989";"0.987951807228916";"0.0096735676129659"
"LGG_subset.RData";"cnv";"4";"363 x 2899";"0.988980716253444";"1";"1";"0.0095234473546346"
"LGG_subset.RData";"cnv";"5";"364 x 2899";"0.991758241758242";"0.988888888888889";"0.987951807228916";"0.00980698664983114"
"LGG_subset.RData";"clin";"1";"363 x 3";"0.573002754820937";"0.505494505494505";"0.444444444444444";"0.00472003221511841"
"LGG_subset.RData";"clin";"2";"363 x 3";"0.512396694214876";"0.538461538461538";"0.416666666666667";"0.00428638458251953"
"LGG_subset.RData";"clin";"3";"363 x 3";"0.537190082644628";"0.516483516483517";"0.463414634146341";"0.00477001667022705"
"LGG_subset.RData";"clin";"4";"363 x 3";"0.49862258953168";"0.56043956043956";"0.487179487179487";"0.00475338300069173"
"LGG_subset.RData";"clin";"5";"364 x 3";"0.467032967032967";"0.511111111111111";"0.476190476190476";"0.00460328261057536"
"LUAD_subset.RData";"mirna";"1";"340 x 401";"0.570588235294118";"0.547619047619048";"0.62";"0.0093900203704834"
"LUAD_subset.RData";"mirna";"2";"339 x 401";"0.578171091445428";"0.576470588235294";"0.64";"0.01112459897995"
"LUAD_subset.RData";"mirna";"3";"339 x 401";"0.56047197640118";"0.670588235294118";"0.72";"0.00847269694010417"
"LUAD_subset.RData";"mirna";"4";"339 x 401";"0.589970501474926";"0.576470588235294";"0.653846153846154";"0.0077054500579834"
"LUAD_subset.RData";"mirna";"5";"339 x 401";"0.581120943952802";"0.611764705882353";"0.679611650485437";"0.00872288147608439"
"LUAD_subset.RData";"mutation";"1";"340 x 1898";"0.482352941176471";"0.511904761904762";"0.405797101449275";"0.0227492173512777"
"LUAD_subset.RData";"mutation";"2";"339 x 1898";"0.501474926253687";"0.517647058823529";"0.493827160493827";"0.0214149673779805"
"LUAD_subset.RData";"mutation";"3";"339 x 1898";"0.528023598820059";"0.505882352941176";"0.4";"0.0240003983179728"
"LUAD_subset.RData";"mutation";"4";"339 x 1898";"0.504424778761062";"0.470588235294118";"0.457831325301205";"0.0212818503379822"
"LUAD_subset.RData";"mutation";"5";"339 x 1898";"0.519174041297935";"0.564705882352941";"0.574712643678161";"0.0214485685030619"
"LUAD_subset.RData";"rna";"1";"340 x 3553";"0.873529411764706";"0.892857142857143";"0.898876404494382";"0.0164447029431661"
"LUAD_subset.RData";"rna";"2";"339 x 3553";"0.876106194690266";"0.858823529411765";"0.872340425531915";"0.0170457681020101"
"LUAD_subset.RData";"rna";"3";"339 x 3553";"0.896755162241888";"0.905882352941176";"0.914893617021277";"0.0172786474227905"
"LUAD_subset.RData";"rna";"4";"339 x 3553";"0.887905604719764";"0.870588235294118";"0.888888888888889";"0.0180462002754211"
"LUAD_subset.RData";"rna";"5";"339 x 3553";"0.884955752212389";"0.905882352941176";"0.911111111111111";"0.0162615815798442"
"LUAD_subset.RData";"cnv";"1";"340 x 2899";"0.988235294117647";"1";"1";"0.00960685014724732"
"LUAD_subset.RData";"cnv";"2";"339 x 2899";"0.991150442477876";"0.988235294117647";"0.989247311827957";"0.00830556551615397"
"LUAD_subset.RData";"cnv";"3";"339 x 2899";"0.991150442477876";"0.976470588235294";"0.978723404255319";"0.00870618025461833"
"LUAD_subset.RData";"cnv";"4";"339 x 2899";"0.988200589970501";"0.988235294117647";"0.989247311827957";"0.00865616798400879"
"LUAD_subset.RData";"cnv";"5";"339 x 2899";"0.988200589970501";"1";"1";"0.00863946676254273"
"LUAD_subset.RData";"clin";"1";"340 x 6";"0.529411764705882";"0.55952380952381";"0.626262626262626";"0.00445316632588704"
"LUAD_subset.RData";"clin";"2";"339 x 6";"0.480825958702065";"0.564705882352941";"0.618556701030928";"0.00465331872304281"
"LUAD_subset.RData";"clin";"3";"339 x 6";"0.52212389380531";"0.482352941176471";"0.531914893617021";"0.00488681793212891"
"LUAD_subset.RData";"clin";"4";"339 x 6";"0.51622418879056";"0.458823529411765";"0.51063829787234";"0.00435306628545125"
