"Data";"Block";"train_dim";"OOB_Acc";"Test_Acc";"Test_F1";"Fold";"Time";"Fraction";"subset_seed"
"BLCA";"clin";"248 x 4";"0.824468085106383";"0.709677419354839";"0.25";"1";"0.00326894919077555";"0.25";"1234"
"BLCA";"clin";"248 x 4";"0.792553191489362";"0.67741935483871";"0.166666666666667";"2";"0.00361920197804769";"0.25";"1234"
"BLCA";"clin";"248 x 4";"0.803191489361702";"0.596774193548387";"0.0740740740740741";"3";"0.00356916586558024";"0.25";"1234"
"BLCA";"clin";"248 x 4";"0.840425531914894";"0.693548387096774";"0.344827586206897";"4";"0.00338568290074666";"0.25";"1234"
"BLCA";"clin";"248 x 4";"0.771276595744681";"0.725806451612903";"0.19047619047619";"5";"0.0033856987953186";"0.25";"1234"
"BLCA";"mirna";"248 x 207";"0.99468085106383";"0.758064516129032";"0";"1";"0.00605430205663045";"0.25";"1234"
"BLCA";"mirna";"248 x 207";"0.99468085106383";"0.758064516129032";"0";"2";"0.00570398171742757";"0.25";"1234"
"BLCA";"mirna";"248 x 207";"0.978723404255319";"0.758064516129032";"0";"3";"0.0066713809967041";"0.25";"1234"
"BLCA";"mirna";"248 x 207";"1";"0.758064516129032";"0";"4";"0.00580403407414754";"0.25";"1234"
"BLCA";"mirna";"248 x 207";"0.99468085106383";"0.758064516129032";"0";"5";"0.00610426664352417";"0.25";"1234"
"BLCA";"mutation";"248 x 4663";"0.877659574468085";"0.725806451612903";"0.105263157894737";"1";"0.0265686988830566";"0.25";"1234"
"BLCA";"mutation";"248 x 4663";"0.904255319148936";"0.741935483870968";"0.2";"2";"0.0230661988258362";"0.25";"1234"
"BLCA";"mutation";"248 x 4663";"0.909574468085106";"0.709677419354839";"0.1";"3";"0.0253344853719076";"0.25";"1234"
"BLCA";"mutation";"248 x 4663";"0.898936170212766";"0.725806451612903";"0.19047619047619";"4";"0.0244839151700338";"0.25";"1234"
"BLCA";"mutation";"248 x 4663";"0.909574468085106";"0.67741935483871";"0.166666666666667";"5";"0.0283367832501729";"0.25";"1234"
"BLCA";"cnv";"248 x 14492";"0.978723404255319";"1";"1";"1";"0.0171790480613708";"0.25";"1234"
"BLCA";"cnv";"248 x 14492";"0.978723404255319";"1";"1";"2";"0.0195804317792257";"0.25";"1234"
"BLCA";"cnv";"248 x 14492";"0.984042553191489";"0.983870967741935";"0.967741935483871";"3";"0.0177788813908895";"0.25";"1234"
"BLCA";"cnv";"248 x 14492";"0.984042553191489";"0.983870967741935";"0.967741935483871";"4";"0.0172284841537476";"0.25";"1234"
"BLCA";"cnv";"248 x 14492";"0.98936170212766";"0.967741935483871";"0.9375";"5";"0.0194470167160034";"0.25";"1234"
"BLCA";"rna";"248 x 5771";"1";"0.774193548387097";"0.125";"1";"0.0170453349749247";"0.25";"1234"
"BLCA";"rna";"248 x 5771";"0.99468085106383";"0.774193548387097";"0.125";"2";"0.0170953353246053";"0.25";"1234"
"BLCA";"rna";"248 x 5771";"0.99468085106383";"0.774193548387097";"0.125";"3";"0.0164785822232564";"0.25";"1234"
"BLCA";"rna";"248 x 5771";"1";"0.82258064516129";"0.421052631578947";"4";"0.0164114991823832";"0.25";"1234"
"BLCA";"rna";"248 x 5771";"1";"0.790322580645161";"0.235294117647059";"5";"0.0167617996533712";"0.25";"1234"
"COAD";"clin";"280 x 5";"0.568493150684932";"0.642857142857143";"0.59016393442623";"1";"0.00572038094202677";"0.25";"1234"
"COAD";"clin";"280 x 5";"0.527397260273973";"0.514285714285714";"0.5";"2";"0.00386945009231567";"0.25";"1234"
"COAD";"clin";"281 x 5";"0.598639455782313";"0.463768115942029";"0.327272727272727";"3";"0.00368591944376628";"0.25";"1234"
"COAD";"clin";"279 x 5";"0.561643835616438";"0.535211267605634";"0.492307692307692";"4";"0.0038026491800944";"0.25";"1234"
"COAD";"clin";"280 x 5";"0.54421768707483";"0.542857142857143";"0.529411764705882";"5";"0.00458654959996541";"0.25";"1234"
"COAD";"mirna";"280 x 201";"0.60958904109589";"0.5";"0.477611940298508";"1";"0.00748856862386068";"0.25";"1234"
"COAD";"mirna";"280 x 201";"0.554794520547945";"0.542857142857143";"0.483870967741935";"2";"0.00732181866963704";"0.25";"1234"
"COAD";"mirna";"281 x 201";"0.578231292517007";"0.478260869565217";"0.307692307692308";"3";"0.00687146584192912";"0.25";"1234"
"COAD";"mirna";"279 x 201";"0.698630136986301";"0.535211267605634";"0.421052631578947";"4";"0.00730513334274292";"0.25";"1234"
"COAD";"mirna";"280 x 201";"0.619047619047619";"0.585714285714286";"0.508474576271187";"5";"0.00722173452377319";"0.25";"1234"
"COAD";"mutation";"280 x 4947";"0.719178082191781";"0.585714285714286";"0.491228070175439";"1";"0.0264518817265828";"0.25";"1234"
"COAD";"mutation";"280 x 4947";"0.732876712328767";"0.6";"0.416666666666667";"2";"0.0272858500480652";"0.25";"1234"
"COAD";"mutation";"281 x 4947";"0.72108843537415";"0.579710144927536";"0.382978723404255";"3";"0.0265186667442322";"0.25";"1234"
"COAD";"mutation";"279 x 4947";"0.773972602739726";"0.492957746478873";"0.217391304347826";"4";"0.0270184993743896";"0.25";"1234"
"COAD";"mutation";"280 x 4947";"0.802721088435374";"0.485714285714286";"0.357142857142857";"5";"0.0268692016601563";"0.25";"1234"
"COAD";"cnv";"280 x 14492";"0.979452054794521";"0.985714285714286";"0.985074626865672";"1";"0.0194467147191366";"0.25";"1234"
"COAD";"cnv";"280 x 14492";"0.986301369863014";"0.985714285714286";"0.985074626865672";"2";"0.0249842166900635";"0.25";"1234"
"COAD";"cnv";"281 x 14492";"0.972789115646258";"0.985507246376812";"0.985074626865672";"3";"0.0213316679000854";"0.25";"1234"
"COAD";"cnv";"279 x 14492";"0.972602739726027";"1";"1";"4";"0.0204810818036397";"0.25";"1234"
"COAD";"cnv";"280 x 14492";"0.979591836734694";"0.985714285714286";"0.985507246376812";"5";"0.0266686995824178";"0.25";"1234"
"COAD";"rna";"280 x 5553";"0.972602739726027";"0.942857142857143";"0.939393939393939";"1";"0.0201307853062948";"0.25";"1234"
"COAD";"rna";"280 x 5553";"0.972602739726027";"0.985714285714286";"0.984615384615385";"2";"0.0186630686124166";"0.25";"1234"
"COAD";"rna";"281 x 5553";"0.972789115646258";"0.985507246376812";"0.984615384615385";"3";"0.0192137519518534";"0.25";"1234"
"COAD";"rna";"279 x 5553";"0.972602739726027";"0.971830985915493";"0.96969696969697";"4";"0.019597065448761";"0.25";"1234"
"COAD";"rna";"280 x 5553";"0.972789115646258";"0.971428571428571";"0.970588235294118";"5";"0.0190633853276571";"0.25";"1234"
"ESCA";"clin";"97 x 4";"0.987654320987654";"0.833333333333333";"0";"1";"0.0013008991877238";"0.25";"1234"
"ESCA";"clin";"97 x 4";"0.975308641975309";"0.666666666666667";"0.2";"2";"0.00138429800669352";"0.25";"1234"
"ESCA";"clin";"96 x 4";"0.975";"0.84";"0";"3";"0.00130091905593872";"0.25";"1234"
"ESCA";"clin";"97 x 4";"1";"0.833333333333333";"0";"4";"0.00135089953740438";"0.25";"1234"
"ESCA";"clin";"97 x 4";"1";"0.833333333333333";"0";"5";"0.00131756862004598";"0.25";"1234"
"ESCA";"mirna";"97 x 192";"0.987654320987654";"0.833333333333333";"0";"1";"0.00228493213653564";"0.25";"1234"
"ESCA";"mirna";"97 x 192";"1";"0.833333333333333";"0";"2";"0.00220151742299398";"0.25";"1234"
"ESCA";"mirna";"96 x 192";"1";"0.84";"0";"3";"0.00208476781845093";"0.25";"1234"
"ESCA";"mirna";"97 x 192";"1";"0.833333333333333";"0";"4";"0.00186798175175985";"0.25";"1234"
"ESCA";"mirna";"97 x 192";"1";"0.833333333333333";"0";"5";"0.00223491589228312";"0.25";"1234"
"ESCA";"mutation";"97 x 3791";"1";"0.791666666666667";"0";"1";"0.00630443493525187";"0.25";"1234"
"ESCA";"mutation";"97 x 3791";"0.987654320987654";"0.833333333333333";"0";"2";"0.00630443096160889";"0.25";"1234"
"ESCA";"mutation";"96 x 3791";"0.9875";"0.84";"0";"3";"0.00590415000915527";"0.25";"1234"
"ESCA";"mutation";"97 x 3791";"0.987654320987654";"0.833333333333333";"0";"4";"0.00648786624272664";"0.25";"1234"
"ESCA";"mutation";"97 x 3791";"0.987654320987654";"0.833333333333333";"0";"5";"0.00600416660308838";"0.25";"1234"
"ESCA";"cnv";"97 x 14492";"1";"1";"1";"1";"0.0114747643470764";"0.25";"1234"
"ESCA";"cnv";"97 x 14492";"1";"0.958333333333333";"0.857142857142857";"2";"0.0128754496574402";"0.25";"1234"
"ESCA";"cnv";"96 x 14492";"1";"0.96";"0.857142857142857";"3";"0.0126422007878621";"0.25";"1234"
