"Data";"Block";"train_dim";"OOB_Acc";"Test_Acc";"Test_F1";"Fold";"Time";"Fraction";"subset_seed"
"BLCA";"clin";"248 x 4";"0.824468085106383";"0.709677419354839";"0.25";"1";"0.00670416752497355";"1";"12345"
"BLCA";"clin";"248 x 4";"0.792553191489362";"0.67741935483871";"0.166666666666667";"2";"0.00305213133494059";"1";"12345"
"BLCA";"clin";"248 x 4";"0.803191489361702";"0.596774193548387";"0.0740740740740741";"3";"0.00295206705729167";"1";"12345"
"BLCA";"clin";"248 x 4";"0.840425531914894";"0.693548387096774";"0.344827586206897";"4";"0.00301880041758219";"1";"12345"
"BLCA";"clin";"248 x 4";"0.771276595744681";"0.725806451612903";"0.19047619047619";"5";"0.00293538173039754";"1";"12345"
"BLCA";"mirna";"248 x 826";"0.98936170212766";"0.758064516129032";"0";"1";"0.00663798252741496";"1";"12345"
"BLCA";"mirna";"248 x 826";"1";"0.758064516129032";"0";"2";"0.00680476824442546";"1";"12345"
"BLCA";"mirna";"248 x 826";"0.98936170212766";"0.758064516129032";"0";"3";"0.00663796663284302";"1";"12345"
"BLCA";"mirna";"248 x 826";"1";"0.758064516129032";"0";"4";"0.00947331587473551";"1";"12345"
"BLCA";"mirna";"248 x 826";"1";"0.758064516129032";"0";"5";"0.00650453170140584";"1";"12345"
"BLCA";"mutation";"248 x 18651";"0.904255319148936";"0.693548387096774";"0";"1";"0.0509691635767619";"1";"12345"
"BLCA";"mutation";"248 x 18651";"0.898936170212766";"0.758064516129032";"0.210526315789474";"2";"0.0424795309702555";"1";"12345"
"BLCA";"mutation";"248 x 18651";"0.930851063829787";"0.693548387096774";"0.0952380952380952";"3";"0.0465163509051005";"1";"12345"
"BLCA";"mutation";"248 x 18651";"0.904255319148936";"0.741935483870968";"0.2";"4";"0.0446814179420471";"1";"12345"
"BLCA";"mutation";"248 x 18651";"0.925531914893617";"0.67741935483871";"0.166666666666667";"5";"0.0450650175412496";"1";"12345"
"BLCA";"cnv";"248 x 57965";"0.984042553191489";"1";"1";"1";"0.0512693484624227";"1";"12345"
"BLCA";"cnv";"248 x 57965";"0.978723404255319";"1";"1";"2";"0.0485675811767578";"1";"12345"
"BLCA";"cnv";"248 x 57965";"0.978723404255319";"0.983870967741935";"0.967741935483871";"3";"0.0630776325861613";"1";"12345"
"BLCA";"cnv";"248 x 57965";"0.984042553191489";"0.983870967741935";"0.967741935483871";"4";"0.0594418009122213";"1";"12345"
"BLCA";"cnv";"248 x 57965";"0.98936170212766";"0.967741935483871";"0.9375";"5";"0.0458152691523234";"1";"12345"
"BLCA";"rna";"248 x 23082";"1";"0.838709677419355";"0.5";"1";"0.0412956992785136";"1";"12345"
"BLCA";"rna";"248 x 23082";"0.99468085106383";"0.887096774193548";"0.695652173913044";"2";"0.0348414500554403";"1";"12345"
"BLCA";"rna";"248 x 23082";"1";"0.887096774193548";"0.695652173913044";"3";"0.0348077853520711";"1";"12345"
"BLCA";"rna";"248 x 23082";"0.99468085106383";"0.919354838709677";"0.8";"4";"0.0355583310127258";"1";"12345"
"BLCA";"rna";"248 x 23082";"1";"0.903225806451613";"0.75";"5";"0.0356083830197652";"1";"12345"
"COAD";"clin";"280 x 5";"0.568493150684932";"0.642857142857143";"0.59016393442623";"1";"0.00370230277379354";"1";"12345"
"COAD";"clin";"280 x 5";"0.527397260273973";"0.514285714285714";"0.5";"2";"0.0034691333770752";"1";"12345"
"COAD";"clin";"281 x 5";"0.598639455782313";"0.463768115942029";"0.327272727272727";"3";"0.00358586708704631";"1";"12345"
"COAD";"clin";"279 x 5";"0.561643835616438";"0.535211267605634";"0.492307692307692";"4";"0.00380270083745321";"1";"12345"
