"Data";"train_dim";"OOB_Acc";"Test_Acc";"Test_F1";"Fold";"Time";"Fraction";"subset_seed"
"BLCA";"248 x 83213";"0.978723404255319";"1";"1";"1";"0.0784721493721008";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"BLCA";"248 x 83213";"0.978723404255319";"1";"1";"2";"0.0601092139879862";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"BLCA";"248 x 83213";"0.978723404255319";"1";"1";"3";"0.0605095505714417";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"BLCA";"248 x 83213";"0.984042553191489";"0.983870967741935";"0.967741935483871";"4";"0.0655627687772115";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"BLCA";"248 x 83213";"0.98936170212766";"0.967741935483871";"0.9375";"5";"0.0653295675913493";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"COAD";"280 x 84109";"0.979452054794521";"0.985714285714286";"0.985074626865672";"1";"0.0664470156033834";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"COAD";"280 x 84109";"0.986301369863014";"0.985714285714286";"0.985074626865672";"2";"0.0647619009017944";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"COAD";"281 x 84109";"0.972789115646258";"0.985507246376812";"0.985074626865672";"3";"0.0701659997304281";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"COAD";"279 x 84109";"0.979452054794521";"1";"1";"4";"0.0652458667755127";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"COAD";"280 x 84109";"0.986394557823129";"0.985714285714286";"0.985507246376812";"5";"0.0709335486094157";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"ESCA";"97 x 80267";"1";"1";"1";"1";"0.0480838020642598";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"ESCA";"97 x 80267";"1";"1";"1";"2";"0.05597269932429";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"ESCA";"96 x 80267";"1";"1";"1";"3";"0.048450764020284";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
"ESCA";"97 x 80267";"1";"1";"1";"4";"0.0580241481463114";"clin_1__cnv_1__rna_0.25__mirna_1__mutation_1";"12345"
