"Data";"train_dim";"OOB_Acc";"Test_Acc";"Test_F1";"Fold";"Time";"Fraction";"subset_seed"
"BLCA";"248 x 6986";"1";"0.82258064516129";"0.421052631578947";"1";"0.0147433996200562";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"BLCA";"248 x 6986";"1";"0.903225806451613";"0.75";"2";"0.0155776341756185";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"BLCA";"248 x 6986";"1";"0.854838709677419";"0.571428571428572";"3";"0.0152273813883464";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"BLCA";"248 x 6986";"1";"0.870967741935484";"0.636363636363636";"4";"0.0155439297358195";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"BLCA";"248 x 6986";"1";"0.806451612903226";"0.333333333333333";"5";"0.0165783166885376";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"COAD";"280 x 6797";"1";"0.985714285714286";"0.984615384615385";"1";"0.0172117630640666";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"COAD";"280 x 6797";"1";"1";"1";"2";"0.0170286337534587";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"COAD";"281 x 6797";"1";"1";"1";"3";"0.0177458008130391";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"COAD";"279 x 6797";"0.986301369863014";"1";"1";"4";"0.0176457325617472";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"COAD";"280 x 6797";"1";"1";"1";"5";"0.0172791481018066";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"ESCA";"97 x 7501";"1";"0.833333333333333";"0";"1";"0.00798924763997396";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"ESCA";"97 x 7501";"1";"0.833333333333333";"0";"2";"0.00773861805597941";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"ESCA";"96 x 7501";"1";"0.84";"0";"3";"0.00738821824391683";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
"ESCA";"97 x 7501";"1";"0.833333333333333";"0";"4";"0.00753863255182902";"clin_1__cnv_0.0125__rna_0.25__mirna_0.025__mutation_0.025";"12345"
