"Data";"Block";"train_dim";"OOB_Acc";"Test_Acc";"Test_F1";"Fold";"Time";"Fraction";"subset_seed"
"BLCA";"clin";"248 x 4";"0.824468085106383";"0.709677419354839";"0.25";"1";"0.00358579953511556";"0.5";"1234"
"BLCA";"clin";"248 x 4";"0.792553191489362";"0.67741935483871";"0.166666666666667";"2";"0.00356918573379517";"0.5";"1234"
"BLCA";"clin";"248 x 4";"0.803191489361702";"0.596774193548387";"0.0740740740740741";"3";"0.00355259974797567";"0.5";"1234"
"BLCA";"clin";"248 x 4";"0.840425531914894";"0.693548387096774";"0.344827586206897";"4";"0.00335233211517334";"0.5";"1234"
"BLCA";"clin";"248 x 4";"0.771276595744681";"0.725806451612903";"0.19047619047619";"5";"0.00386938254038493";"0.5";"1234"
"BLCA";"mirna";"248 x 413";"1";"0.758064516129032";"0";"1";"0.00670471588770548";"0.5";"1234"
"BLCA";"mirna";"248 x 413";"1";"0.758064516129032";"0";"2";"0.0065546194712321";"0.5";"1234"
"BLCA";"mirna";"248 x 413";"0.98936170212766";"0.758064516129032";"0";"3";"0.00660461584726969";"0.5";"1234"
"BLCA";"mirna";"248 x 413";"1";"0.758064516129032";"0";"4";"0.00707165002822876";"0.5";"1234"
"BLCA";"mirna";"248 x 413";"0.99468085106383";"0.758064516129032";"0";"5";"0.00668805042902629";"0.5";"1234"
"BLCA";"mutation";"248 x 9326";"0.904255319148936";"0.709677419354839";"0.1";"1";"0.0362918853759766";"0.5";"1234"
"BLCA";"mutation";"248 x 9326";"0.904255319148936";"0.741935483870968";"0.2";"2";"0.0323227365811666";"0.5";"1234"
"BLCA";"mutation";"248 x 9326";"0.914893617021277";"0.693548387096774";"0.0952380952380952";"3";"0.0352247993151347";"0.5";"1234"
"BLCA";"mutation";"248 x 9326";"0.904255319148936";"0.741935483870968";"0.2";"4";"0.0351246992746989";"0.5";"1234"
"BLCA";"mutation";"248 x 9326";"0.920212765957447";"0.67741935483871";"0.166666666666667";"5";"0.0359082659085592";"0.5";"1234"
"BLCA";"cnv";"248 x 28983";"0.978723404255319";"1";"1";"1";"0.0316388686498006";"0.5";"1234"
"BLCA";"cnv";"248 x 28983";"0.978723404255319";"1";"1";"2";"0.0289536833763123";"0.5";"1234"
"BLCA";"cnv";"248 x 28983";"0.978723404255319";"0.983870967741935";"0.967741935483871";"3";"0.0313553849856059";"0.5";"1234"
"BLCA";"cnv";"248 x 28983";"0.984042553191489";"0.983870967741935";"0.967741935483871";"4";"0.028703514734904";"0.5";"1234"
"BLCA";"cnv";"248 x 28983";"0.98936170212766";"0.967741935483871";"0.9375";"5";"0.0293537020683289";"0.5";"1234"
"BLCA";"rna";"248 x 11541";"1";"0.774193548387097";"0.125";"1";"0.0262681643168132";"0.5";"1234"
"BLCA";"rna";"248 x 11541";"1";"0.806451612903226";"0.333333333333333";"2";"0.0249507149060567";"0.5";"1234"
"BLCA";"rna";"248 x 11541";"0.99468085106383";"0.82258064516129";"0.421052631578947";"3";"0.0248174468676249";"0.5";"1234"
"BLCA";"rna";"248 x 11541";"0.99468085106383";"0.838709677419355";"0.5";"4";"0.0252844492594401";"0.5";"1234"
"BLCA";"rna";"248 x 11541";"0.99468085106383";"0.838709677419355";"0.5";"5";"0.0256849010785421";"0.5";"1234"
"COAD";"clin";"280 x 5";"0.568493150684932";"0.642857142857143";"0.59016393442623";"1";"0.00391945044199626";"0.5";"1234"
"COAD";"clin";"280 x 5";"0.527397260273973";"0.514285714285714";"0.5";"2";"0.00420289834340413";"0.5";"1234"
"COAD";"clin";"281 x 5";"0.598639455782313";"0.463768115942029";"0.327272727272727";"3";"0.00438641707102458";"0.5";"1234"
"COAD";"clin";"279 x 5";"0.561643835616438";"0.535211267605634";"0.492307692307692";"4";"0.00378605127334595";"0.5";"1234"
"COAD";"clin";"280 x 5";"0.54421768707483";"0.542857142857143";"0.529411764705882";"5";"0.00368589957555135";"0.5";"1234"
"COAD";"mirna";"280 x 402";"0.575342465753425";"0.457142857142857";"0.40625";"1";"0.00923978090286255";"0.5";"1234"
"COAD";"mirna";"280 x 402";"0.664383561643836";"0.571428571428571";"0.423076923076923";"2";"0.0100236813227336";"0.5";"1234"
"COAD";"mirna";"281 x 402";"0.578231292517007";"0.449275362318841";"0.321428571428571";"3";"0.00969036420186361";"0.5";"1234"
"COAD";"mirna";"279 x 402";"0.60958904109589";"0.563380281690141";"0.392156862745098";"4";"0.0084559162457784";"0.5";"1234"
"COAD";"mirna";"280 x 402";"0.598639455782313";"0.6";"0.5";"5";"0.00843936602274577";"0.5";"1234"
"COAD";"mutation";"280 x 9894";"0.808219178082192";"0.585714285714286";"0.431372549019608";"1";"0.0382939179738363";"0.5";"1234"
"COAD";"mutation";"280 x 9894";"0.732876712328767";"0.557142857142857";"0.415094339622642";"2";"0.0372262001037598";"0.5";"1234"
"COAD";"mutation";"281 x 9894";"0.748299319727891";"0.536231884057971";"0.304347826086957";"3";"0.0375267028808594";"0.5";"1234"
"COAD";"mutation";"279 x 9894";"0.773972602739726";"0.507042253521127";"0.25531914893617";"4";"0.0357584834098816";"0.5";"1234"
"COAD";"mutation";"280 x 9894";"0.82312925170068";"0.528571428571429";"0.421052631578947";"5";"0.0379433314005534";"0.5";"1234"
"COAD";"cnv";"280 x 28983";"0.979452054794521";"0.985714285714286";"0.985074626865672";"1";"0.0369423190752665";"0.5";"1234"
"COAD";"cnv";"280 x 28983";"0.986301369863014";"0.985714285714286";"0.985074626865672";"2";"0.0307883302370707";"0.5";"1234"
"COAD";"cnv";"281 x 28983";"0.972789115646258";"0.985507246376812";"0.985074626865672";"3";"0.0313220024108887";"0.5";"1234"
"COAD";"cnv";"279 x 28983";"0.979452054794521";"1";"1";"4";"0.0322559992472331";"0.5";"1234"
"COAD";"cnv";"280 x 28983";"0.986394557823129";"0.985714285714286";"0.985507246376812";"5";"0.031472118695577";"0.5";"1234"
